Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file
13,173.64,173.44,0.0044986,0.0044935,0.0172918,0.0159305,0.9988663139643444,0.2985860749546343,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7539,3.911,3.5445,3.288,2.8,1.519,0.2143499999999996,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
14,173.8,173.36,0.0045027,0.0044914,0.0173025,0.0159301,0.9974903946520975,0.2958938312036157,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7565,3.9135,3.5456,3.2888,2.8,1.517,0.21515,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
15,173.2,172.7,0.0044872,0.0044742,0.0172439,0.0158582,0.9971028703868784,0.2985432449743617,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7496,3.9097,3.5393,3.2805,2.8,1.5,0.2068499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
16,172.47,172.18,0.0044683,0.0044609,0.0171823,0.0158029,0.998343889174854,0.3028411771097974,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7445,3.9062,3.5359,3.2752,2.8,1.488,0.2015499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
17,172.24,171.99,0.0044623,0.0044559,0.0171593,0.015786,0.9985657620509604,0.3026749883886621,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7421,3.9056,3.5359,3.2765,2.8,1.483,0.2028499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
18,172.53,172.34,0.0044699,0.0044649,0.0171849,0.0158281,0.9988814067428802,0.2995760457649039,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7481,3.9091,3.539,3.2823,2.8,1.491,0.20865,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
19,172.31,171.87,0.0044643,0.0044527,0.0171593,0.0157848,0.9974016083148536,0.2986757287841226,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7458,3.9089,3.5377,3.2791,2.8,1.48,0.2054499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
20,171.75,171.42,0.0044496,0.0044412,0.01711,0.0157359,0.9981121898597628,0.3021254544944023,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7416,3.9059,3.5341,3.2734,2.8,1.469,0.1997499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
21,171.47,171.23,0.0044424,0.0044364,0.0170847,0.0157178,0.9986493787142086,0.3029088992242897,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7395,3.905,3.5333,3.2722,2.8,1.464,0.19855,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
22,171.25,170.98,0.0044367,0.0044297,0.0170613,0.0156929,0.99842225077197,0.3028380132053674,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.737,3.9036,3.5322,3.2706,2.8,1.457,0.1969499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
23,171.16,170.93,0.0044343,0.0044284,0.0170524,0.0156879,0.9986694630494102,0.3030013439851325,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7352,3.9035,3.5325,3.2703,2.8,1.456,0.19665,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
24,171.29,170.94,0.0044377,0.0044288,0.0170636,0.0156926,0.997994456587872,0.3018375653524239,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.735,3.9038,3.5332,3.2702,2.8,1.457,0.1965499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
25,170.92,170.65,0.0044283,0.0044213,0.0170278,0.0156667,0.99841925795452,0.3017627034125656,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.737,3.906,3.532,3.2705,2.8,1.449,0.19685,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
26,170.6,170.15,0.00442,0.0044083,0.0169965,0.0156167,0.9973529411764708,0.3027945613288305,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7319,3.9017,3.5298,3.2669,2.8,1.437,0.1932499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
27,170.15,169.98,0.0044083,0.0044039,0.0169543,0.0155965,0.999001882811968,0.304475038433877,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7275,3.9006,3.5285,3.2645,2.8,1.433,0.1908499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
28,170.02,169.51,0.0044049,0.0043916,0.0169445,0.0155422,0.9969806352017072,0.307664262040106,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7084,3.8936,3.5255,3.257,2.8,1.421,0.1833499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
29,169.3,168.83,0.0043861,0.0043741,0.0168782,0.0154692,0.9972640842662044,0.3115664175628932,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6933,3.8867,3.5215,3.2496,2.8,1.404,0.1759499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
30,169.52,169.39,0.0043919,0.0043887,0.0169,0.0155459,0.9992713859605182,0.3057366470099931,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7227,3.8997,3.5279,3.2617,2.8,1.418,0.1880499999999996,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
31,169.0,168.55,0.0043785,0.0043669,0.0168473,0.015444,0.9973506908758708,0.3111283277366228,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6883,3.8856,3.5211,3.2483,2.8,1.397,0.1746499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
32,168.82,168.4,0.0043737,0.0043628,0.0168326,0.0154327,0.997507830898324,0.3112566045610907,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6873,3.8845,3.5218,3.2487,2.8,1.393,0.1750499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
33,168.96,168.78,0.0043774,0.0043728,0.016848,0.0154905,0.9989491478960112,0.3063929847585061,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7188,3.899,3.5263,3.2581,2.8,1.403,0.18445,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
34,168.43,168.02,0.0043636,0.0043532,0.0167985,0.0153969,0.99761664680539,0.3127729581366228,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6865,3.885,3.5202,3.2464,2.8,1.384,0.1727499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
35,167.95,167.59,0.0043512,0.0043418,0.0167506,0.0153514,0.9978396764111048,0.3139281596784409,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6813,3.8824,3.5177,3.2412,2.8,1.373,0.1675499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
36,168.04,167.86,0.0043536,0.0043488,0.0167612,0.0153966,0.9988974641675854,0.3095383039932242,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.71,3.8948,3.5217,3.2507,2.8,1.379,0.1770499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
37,167.66,167.3,0.0043438,0.0043344,0.0167236,0.0153263,0.9978359961324188,0.3140250242063769,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6832,3.8842,3.5171,3.2404,2.8,1.366,0.16675,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
38,167.66,167.49,0.0043437,0.0043394,0.0167248,0.0153605,0.9990100605474596,0.310582905619246,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.7062,3.894,3.52,3.2475,2.8,1.37,0.1738499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
39,167.78,167.36,0.0043469,0.004336,0.0167347,0.0153564,0.9974924658952355,0.308195841562962,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.709,3.8959,3.5217,3.2507,2.8,1.367,0.1770499999999999,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 LP57 3_4_3_2025-07-09 18-03-38_good_labeled_3class.xlsx
4,170.87,165.75,0.0044268,0.0042944,0.0171187,0.0150006,0.9700912623113764,0.3739989968633006,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.587,3.8333,3.4767,3.174,2.8,1.327,0.1003499999999997,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
5,166.7,165.36,0.0043188,0.0042841,0.0167071,0.0149746,0.991965360748356,0.3730689009497579,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5913,3.838,3.4751,3.1718,2.8,1.317,0.0981499999999999,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
6,165.33,164.34,0.0042834,0.0042578,0.0165716,0.0148806,0.9940234393239016,0.3738923451312806,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5902,3.837,3.4701,3.1648,2.8,1.291,0.0911499999999998,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
7,164.03,163.27,0.0042498,0.0042301,0.0164423,0.0147783,0.9953644877405996,0.37535318710604,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5869,3.8349,3.4638,3.1567,2.8,1.265,0.0830499999999996,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
8,162.82,162.06,0.0042182,0.0041986,0.0163221,0.014661,0.995353468304016,0.377568438290139,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5811,3.8314,3.4566,3.1473,2.8,1.234,0.0736499999999997,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
9,161.78,160.98,0.0041914,0.0041706,0.0162202,0.0145597,0.9950374576513816,0.3788439482561112,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5744,3.8285,3.4513,3.1412,2.8,1.207,0.0675499999999997,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
10,160.17,159.38,0.0041498,0.0041292,0.0160654,0.0143969,0.995035905344836,0.3847597194921355,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.5627,3.8211,3.4399,3.1255,2.8,1.167,0.0518499999999999,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
11,158.73,158.29,0.0041123,0.004101,0.0159252,0.0142853,0.9972521460010212,0.3892074800037708,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5544,3.8157,3.4311,3.1145,2.8,1.14,0.0408499999999998,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
12,157.98,157.45,0.004093,0.0040792,0.0158494,0.0142037,0.9966283899340336,0.3903368315896429,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.552,3.813,3.4257,3.1076,2.8,1.119,0.0339499999999999,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
13,157.13,156.86,0.004071,0.0040639,0.0157669,0.0141429,0.998255956767379,0.3928496874321681,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5471,3.8102,3.4204,3.1024,2.8,1.104,0.0287499999999996,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
14,157.5,157.32,0.0040805,0.0040758,0.0157989,0.014196,0.9988481803700529,0.3888077228638371,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5549,3.8157,3.4247,3.1096,2.8,1.116,0.0359499999999997,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
15,157.63,157.21,0.0040839,0.0040731,0.0158075,0.0141939,0.99735546903695,0.3858968787413972,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5569,3.8181,3.4259,3.1118,2.8,1.113,0.0381499999999999,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
16,156.8,156.09,0.0040624,0.0040439,0.015726,0.0140813,0.99544604174872,0.389001818180561,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5509,3.8136,3.4179,3.0985,2.8,1.085,0.0248499999999998,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
17,154.83,154.29,0.0040113,0.0039973,0.015538,0.0138945,0.9965098596464986,0.3975859202930216,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5321,3.8023,3.4046,3.0836,2.8,1.04,0.0099499999999999,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
18,153.84,153.47,0.0039857,0.0039761,0.0154419,0.013813,0.9975913892164489,0.4003185214510396,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5254,3.7984,3.3983,3.0765,2.8,1.02,0.0028499999999995,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
19,154.18,154.07,0.0039945,0.0039917,0.0154777,0.0138775,0.9992990361747404,0.3981638630663071,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5312,3.8028,3.4028,3.0837,2.8,1.035,0.0100499999999996,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
20,153.7,153.53,0.0039822,0.0039776,0.0154216,0.0138249,0.9988448596253328,0.3969443602167222,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5291,3.8016,3.3987,3.0816,2.8,1.021,0.0079499999999996,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
21,153.57,152.95,0.0039788,0.0039627,0.0154067,0.0137715,0.9959535538353272,0.3969156428381497,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.531,3.8022,3.3957,3.0736,2.8,1.007,-5.000000000032756e-05,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
22,152.16,151.69,0.0039421,0.00393,0.015274,0.0136367,0.9969305700007612,0.4046863934329838,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5108,3.7918,3.3868,3.0612,2.8,0.975,-0.0124500000000002,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
23,151.66,151.36,0.0039292,0.0039214,0.0152331,0.0136049,0.9980148630764532,0.4074973761233029,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5081,3.7914,3.3839,3.058,2.8,0.967,-0.0156500000000003,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
24,151.23,150.92,0.003918,0.0039101,0.0151893,0.0135609,0.9979836651352731,0.4086272179328412,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5043,3.7894,3.3811,3.0548,2.8,0.956,-0.01885,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
25,150.87,150.61,0.0039086,0.003902,0.0151537,0.0135311,0.9983114158522234,0.4092802927728951,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5028,3.789,3.3789,3.0538,2.8,0.948,-0.0198500000000003,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
26,150.49,150.25,0.003899,0.0038927,0.0151135,0.0135013,0.9983842010771992,0.4078864600355154,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5025,3.7882,3.3765,3.0556,2.8,0.939,-0.0180500000000001,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
27,149.75,149.56,0.0038798,0.0038749,0.0150337,0.0134321,0.9987370483014588,0.4084268401893318,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5013,3.787,3.3702,3.0477,2.8,0.922,-0.0259500000000003,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
28,149.59,148.97,0.0038756,0.0038596,0.0150136,0.0133804,0.9958716069769842,0.4070934704398512,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.5023,3.7871,3.3679,3.0445,2.8,0.907,-0.02915,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
29,148.31,147.83,0.0038425,0.0038299,0.0148868,0.0132597,0.9967208848405984,0.4120954772827026,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4853,3.7784,3.3592,3.0322,2.8,0.879,-0.0414500000000002,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
30,147.7,147.38,0.0038267,0.0038184,0.0148391,0.0132208,0.9978310293464342,0.415387185097075,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4902,3.7806,3.3561,3.0283,2.8,0.867,-0.04535,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
31,146.92,146.64,0.0038063,0.0037992,0.0147533,0.0131452,0.998134671465728,0.4160297558789545,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4807,3.7755,3.3513,3.0237,2.8,0.849,-0.0499500000000003,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
32,147.47,147.13,0.0038206,0.0038117,0.014814,0.0131983,0.9976705229545098,0.4148257016680503,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4875,3.7811,3.3557,3.0281,2.8,0.861,-0.0455500000000004,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
33,159.72,154.61,0.0041379,0.0040057,0.0161793,0.0139474,0.9680514270523696,0.4281385160417415,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4869,3.8133,3.4106,3.088,2.8,1.048,0.0143499999999998,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
34,146.64,146.3,0.0037993,0.0037902,0.0147302,0.013117,0.997604821940884,0.416315378648517,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.483,3.7783,3.3497,3.0212,2.8,0.84,-0.0524500000000003,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
35,146.12,145.73,0.0037858,0.0037756,0.0146782,0.0130638,0.9973057213798932,0.4171132639999868,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4799,3.7774,3.3457,3.016,2.8,0.826,-0.0576500000000002,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
36,144.91,144.54,0.0037542,0.0037448,0.0145519,0.0129465,0.997496137659155,0.4189713858155999,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4733,3.7731,3.3382,3.0068,2.8,0.796,-0.06685,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
37,144.93,144.54,0.0037548,0.0037447,0.0145577,0.0129474,0.9973101097262173,0.4195640196441239,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4728,3.7733,3.3382,3.006,2.8,0.796,-0.0676500000000004,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
38,152.24,149.31,0.0039443,0.0038682,0.015379,0.0134222,0.98070633572497,0.4291615576015499,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4711,3.7958,3.3735,3.0431,2.8,0.916,-0.0305500000000003,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
39,143.46,142.97,0.0037168,0.0037039,0.0144183,0.0127979,0.9965292724924666,0.4239741919539219,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4683,3.7697,3.3299,2.9928,2.8,0.757,-0.0808500000000003,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
40,143.11,142.81,0.0037078,0.0036999,0.014381,0.0127805,0.99786935649172,0.4242977420220617,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4653,3.7692,3.3276,2.9925,2.8,0.753,-0.08115,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
41,142.62,142.16,0.0036951,0.0036832,0.0143308,0.0127204,0.996779518822224,0.4246980691620132,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4625,3.768,3.3248,2.9854,2.8,0.737,-0.0882500000000003,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
42,141.83,141.43,0.0036746,0.0036643,0.0142537,0.0126496,0.9971969738202796,0.4268609299844774,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4597,3.7655,3.3185,2.9794,2.8,0.719,-0.0942500000000001,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
43,141.69,141.35,0.0036709,0.003662,0.0142393,0.0126431,0.9975755264376585,0.4264547224477737,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4566,3.7667,3.3183,2.9782,2.8,0.717,-0.09545,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
44,141.01,140.75,0.0036533,0.0036466,0.0141729,0.0125855,0.998166041660964,0.4281817286943124,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4574,3.7657,3.316,2.9728,2.8,0.702,-0.1008500000000003,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
45,140.74,140.13,0.0036462,0.0036304,0.0141421,0.0125281,0.995666721518293,0.4276989704671252,False,False,False,False,80,True,False,0.385,GOOD,4.3,3.4557,3.7651,3.3127,2.9645,2.8,0.686,-0.1091500000000001,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx
4,178.67,173.46,0.004629,0.0044941,0.0178765,0.0158175,0.9708576366385828,0.3422346056762473,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.6554,3.8721,3.5245,3.2517,2.8,1.519,0.1780499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx
5,173.73,171.25,0.004501,0.0044368,0.0173522,0.0155898,0.9857365029993336,0.3414390883846554,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.613,3.8656,3.5139,3.2346,2.8,1.464,0.1609499999999997,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx
6,172.67,171.33,0.0044735,0.0044388,0.0172447,0.0156056,0.99224321001453,0.3391314057262242,False,False,False,False,100,False,False,0.385,GOOD,4.3,3.625,3.8702,3.5152,3.234,2.8,1.465,0.1603499999999998,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx
